ObjectID;Name;FacilityID;DemandID;Weight;TotalWeighted_Length;Total_Length
170;Location 2 - Location 1;2;75;1,000000000000000;22032,431379888902000;22032,431379888902000
171;Location 2 - Location 2;2;76;1,000000000000000;0,000000000000000;0,000000000000000
172;Location 2 - Location 50;2;124;1,000000000000000;31283,214657253280000;31283,214657253280000
173;Location 2 - Location 63;2;137;1,000000000000000;26150,708808475902000;26150,708808475902000
174;Location 2 - Location 64;2;138;1,000000000000000;24133,326048058279000;24133,326048058279000
175;Location 67 - Location 13;67;87;1,000000000000000;38093,561934941230000;38093,561934941230000
176;Location 67 - Location 16;67;90;1,000000000000000;32146,682124725754000;32146,682124725754000
177;Location 67 - Location 18;67;92;1,000000000000000;50534,619215072635000;50534,619215072635000
178;Location 67 - Location 19;67;93;1,000000000000000;38614,453932956072000;38614,453932956072000
179;Location 67 - Location 37;67;111;1,000000000000000;53326,705055622704000;53326,705055622704000
180;Location 67 - Location 54;67;128;1,000000000000000;33079,734292868772000;33079,734292868772000
181;Location 67 - Location 57;67;131;1,000000000000000;39647,539327843129000;39647,539327843129000
182;Location 67 - Location 58;67;132;1,000000000000000;33460,529242731725000;33460,529242731725000
183;Location 67 - Location 59;67;133;1,000000000000000;30607,081469640150000;30607,081469640150000
184;Location 67 - Location 65;67;139;1,000000000000000;23738,598670131552000;23738,598670131552000
185;Location 67 - Location 66;67;140;1,000000000000000;8426,190809518277100;8426,190809518277100
186;Location 67 - Location 67;67;141;1,000000000000000;0,000000000000000;0,000000000000000
187;Location 67 - Location 68;67;142;1,000000000000000;8440,387987588375800;8440,387987588375800
188;Location 67 - Location 69;67;143;1,000000000000000;16928,986652614843000;16928,986652614843000
189;Location 67 - Location 70;67;144;1,000000000000000;11016,671541795236000;11016,671541795236000
190;Location 67 - Location 71;67;145;1,000000000000000;16029,634559972152000;16029,634559972152000
191;Location 67 - Location 72;67;146;1,000000000000000;27471,891391945603000;27471,891391945603000
192;Location 67 - Location 73;67;147;1,000000000000000;18842,959088108848000;18842,959088108848000
193;Location 67 - Location 74;67;148;1,000000000000000;23700,676451290878000;23700,676451290878000
194;Location 67 - Location 75;67;149;1,000000000000000;17486,807994361730000;17486,807994361730000
195;Location 86 - Location 4;86;78;1,000000000000000;33996,851835206813000;33996,851835206813000
196;Location 86 - Location 22;86;96;1,000000000000000;48808,718201032490000;48808,718201032490000
197;Location 86 - Location 38;86;112;1,000000000000000;30437,058425873147000;30437,058425873147000
198;Location 86 - Location 39;86;113;1,000000000000000;24086,162335476642000;24086,162335476642000
199;Location 86 - Location 40;86;114;1,000000000000000;37022,989756032373000;37022,989756032373000
200;Location 86 - Location 41;86;115;1,000000000000000;24565,625611209376000;24565,625611209376000
201;Location 86 - Location 51;86;125;1,000000000000000;36997,413135538787000;36997,413135538787000
202;Location 86 - Location 52;86;126;1,000000000000000;45156,717657485016000;45156,717657485016000
203;Location 86 - Location 53;86;127;1,000000000000000;45693,396074946068000;45693,396074946068000
204;Location 86 - Location 76;86;150;1,000000000000000;1020,402098736434700;1020,402098736434700
205;Location 86 - Location 77;86;151;1,000000000000000;17240,867845179891000;17240,867845179891000
206;Location 86 - Location 78;86;152;1,000000000000000;20746,997804308648000;20746,997804308648000
207;Location 86 - Location 79;86;153;1,000000000000000;4823,037088476179600;4823,037088476179600
208;Location 86 - Location 80;86;154;1,000000000000000;21537,340325114827000;21537,340325114827000
209;Location 86 - Location 81;86;155;1,000000000000000;28682,820794476560000;28682,820794476560000
210;Location 86 - Location 82;86;156;1,000000000000000;20546,974281905153000;20546,974281905153000
211;Location 86 - Location 83;86;157;1,000000000000000;16409,470006769225000;16409,470006769225000
212;Location 86 - Location 84;86;158;1,000000000000000;38613,122240923214000;38613,122240923214000
213;Location 86 - Location 85;86;159;1,000000000000000;11293,007511592419000;11293,007511592419000
214;Location 86 - Location 86;86;160;1,000000000000000;0,000000000000000;0,000000000000000
