ObjectID;Name;FacilityID;DemandID;Weight;TotalWeighted_Length;Total_Length
742;Location 1 - Location 1;1;75;1,000000000000000;0,000000000000000;0,000000000000000
743;Location 1 - Location 2;1;76;1,000000000000000;22032,431379888898000;22032,431379888898000
744;Location 10 - Location 3;10;77;1,000000000000000;14100,260680031011000;14100,260680031011000
745;Location 10 - Location 4;10;78;1,000000000000000;22221,118084655223000;22221,118084655223000
746;Location 10 - Location 5;10;79;1,000000000000000;11823,934971305494000;11823,934971305494000
747;Location 10 - Location 6;10;80;1,000000000000000;12585,677226839158000;12585,677226839158000
748;Location 10 - Location 7;10;81;1,000000000000000;10252,414997848344000;10252,414997848344000
749;Location 10 - Location 8;10;82;1,000000000000000;13571,311992582196000;13571,311992582196000
750;Location 10 - Location 9;10;83;1,000000000000000;20434,493927858821000;20434,493927858821000
751;Location 10 - Location 10;10;84;1,000000000000000;0,000000000000000;0,000000000000000
752;Location 10 - Location 11;10;85;1,000000000000000;24003,855345382839000;24003,855345382839000
753;Location 10 - Location 12;10;86;1,000000000000000;12132,721836777579000;12132,721836777579000
754;Location 10 - Location 20;10;94;1,000000000000000;23614,728605539010000;23614,728605539010000
755;Location 15 - Location 13;15;87;1,000000000000000;15822,354353274739000;15822,354353274739000
756;Location 15 - Location 14;15;88;1,000000000000000;13464,520416320020000;13464,520416320020000
757;Location 15 - Location 15;15;89;1,000000000000000;0,000000000000000;0,000000000000000
758;Location 15 - Location 16;15;90;1,000000000000000;21072,035334956410000;21072,035334956410000
759;Location 15 - Location 19;15;93;1,000000000000000;15301,462355259893000;15301,462355259893000
760;Location 15 - Location 24;15;98;1,000000000000000;5646,823861304283100;5646,823861304283100
761;Location 15 - Location 25;15;99;1,000000000000000;11529,782427862518000;11529,782427862518000
762;Location 15 - Location 26;15;100;1,000000000000000;4980,969793057866800;4980,969793057866800
763;Location 15 - Location 27;15;101;1,000000000000000;7377,774998286677100;7377,774998286677100
764;Location 15 - Location 28;15;102;1,000000000000000;15569,939651303870000;15569,939651303870000
765;Location 15 - Location 31;15;105;1,000000000000000;11007,040381375280000;11007,040381375280000
766;Location 15 - Location 60;15;134;1,000000000000000;14094,025510705542000;14094,025510705542000
767;Location 23 - Location 17;23;91;1,000000000000000;4939,872997631443500;4939,872997631443500
768;Location 23 - Location 18;23;92;1,000000000000000;16703,555271146710000;16703,555271146710000
769;Location 23 - Location 21;23;95;1,000000000000000;17905,840458894458000;17905,840458894458000
770;Location 23 - Location 22;23;96;1,000000000000000;11267,829471524521000;11267,829471524521000
771;Location 23 - Location 23;23;97;1,000000000000000;0,000000000000000;0,000000000000000
772;Location 23 - Location 29;23;103;1,000000000000000;9625,531518761525100;9625,531518761525100
773;Location 23 - Location 51;23;125;1,000000000000000;19600,430434938538000;19600,430434938538000
774;Location 23 - Location 84;23;158;1,000000000000000;18896,289175540063000;18896,289175540063000
775;Location 35 - Location 32;35;106;1,000000000000000;12237,269186914782000;12237,269186914782000
776;Location 35 - Location 33;35;107;1,000000000000000;4389,692315095786400;4389,692315095786400
777;Location 35 - Location 34;35;108;1,000000000000000;7002,208909770543900;7002,208909770543900
778;Location 35 - Location 35;35;109;1,000000000000000;0,000000000000000;0,000000000000000
779;Location 35 - Location 36;35;110;1,000000000000000;7100,021033738186800;7100,021033738186800
780;Location 35 - Location 37;35;111;1,000000000000000;11581,420607340966000;11581,420607340966000
781;Location 35 - Location 55;35;129;1,000000000000000;20603,863944173143000;20603,863944173143000
782;Location 35 - Location 56;35;130;1,000000000000000;12239,098762437416000;12239,098762437416000
783;Location 35 - Location 61;35;135;1,000000000000000;22179,201129492012000;22179,201129492012000
784;Location 40 - Location 40;40;114;1,000000000000000;0,000000000000000;0,000000000000000
785;Location 40 - Location 52;40;126;1,000000000000000;15388,756986149278000;15388,756986149278000
786;Location 40 - Location 53;40;127;1,000000000000000;19296,846473376208000;19296,846473376208000
787;Location 40 - Location 88;40;162;1,000000000000000;17500,030501273468000;17500,030501273468000
788;Location 41 - Location 38;41;112;1,000000000000000;6657,752956532927800;6657,752956532927800
789;Location 41 - Location 39;41;113;1,000000000000000;4465,348899907428900;4465,348899907428900
790;Location 41 - Location 41;41;115;1,000000000000000;0,000000000000000;0,000000000000000
791;Location 41 - Location 81;41;155;1,000000000000000;4903,515325136340800;4903,515325136340800
792;Location 41 - Location 83;41;157;1,000000000000000;8156,155604440147700;8156,155604440147700
793;Location 42 - Location 42;42;116;1,000000000000000;0,000000000000000;0,000000000000000
794;Location 42 - Location 43;42;117;1,000000000000000;5519,390605799666400;5519,390605799666400
795;Location 42 - Location 44;42;118;1,000000000000000;7327,527754461230000;7327,527754461230000
796;Location 42 - Location 45;42;119;1,000000000000000;19618,296669469881000;19618,296669469881000
797;Location 42 - Location 47;42;121;1,000000000000000;14892,634489100941000;14892,634489100941000
798;Location 42 - Location 48;42;122;1,000000000000000;19096,869470611491000;19096,869470611491000
799;Location 42 - Location 49;42;123;1,000000000000000;22863,274963772750000;22863,274963772750000
800;Location 50 - Location 50;50;124;1,000000000000000;0,000000000000000;0,000000000000000
801;Location 54 - Location 54;54;128;1,000000000000000;0,000000000000000;0,000000000000000
802;Location 54 - Location 57;54;131;1,000000000000000;10067,852101739230000;10067,852101739230000
803;Location 54 - Location 58;54;132;1,000000000000000;3880,842016627828300;3880,842016627828300
804;Location 54 - Location 59;54;133;1,000000000000000;3447,879746545244400;3447,879746545244400
805;Location 63 - Location 63;63;137;1,000000000000000;0,000000000000000;0,000000000000000
806;Location 63 - Location 64;63;138;1,000000000000000;6435,108899976785300;6435,108899976785300
807;Location 70 - Location 65;70;139;1,000000000000000;15208,906706227652000;15208,906706227652000
808;Location 70 - Location 66;70;140;1,000000000000000;8237,733648175999400;8237,733648175999400
809;Location 70 - Location 67;70;141;1,000000000000000;11016,671541795233000;11016,671541795233000
810;Location 70 - Location 68;70;142;1,000000000000000;8251,930826246098100;8251,930826246098100
811;Location 70 - Location 69;70;143;1,000000000000000;12954,619037200489000;12954,619037200489000
812;Location 70 - Location 70;70;144;1,000000000000000;0,000000000000000;0,000000000000000
813;Location 70 - Location 71;70;145;1,000000000000000;7499,942596068254700;7499,942596068254700
814;Location 70 - Location 72;70;146;1,000000000000000;18942,199428041702000;18942,199428041702000
815;Location 70 - Location 73;70;147;1,000000000000000;10313,267124204955000;10313,267124204955000
816;Location 70 - Location 74;70;148;1,000000000000000;15170,984487386982000;15170,984487386982000
817;Location 70 - Location 75;70;149;1,000000000000000;8957,116030457835200;8957,116030457835200
818;Location 86 - Location 76;86;150;1,000000000000000;1020,402098736434700;1020,402098736434700
819;Location 86 - Location 77;86;151;1,000000000000000;17240,867845179891000;17240,867845179891000
820;Location 86 - Location 78;86;152;1,000000000000000;20746,997804308648000;20746,997804308648000
821;Location 86 - Location 79;86;153;1,000000000000000;4823,037088476179600;4823,037088476179600
822;Location 86 - Location 80;86;154;1,000000000000000;21537,340325114827000;21537,340325114827000
823;Location 86 - Location 82;86;156;1,000000000000000;20546,974281905153000;20546,974281905153000
824;Location 86 - Location 85;86;159;1,000000000000000;11293,007511592419000;11293,007511592419000
825;Location 86 - Location 86;86;160;1,000000000000000;0,000000000000000;0,000000000000000
826;Location 86 - Location 87;86;161;1,000000000000000;9526,303690026516100;9526,303690026516100
